Entity,Code,Year,Wind capacity (total) (GW)
Lithuania,LTU,2018,0.533
Lithuania,LTU,2019,0.534
Lithuania,LTU,2020,0.54
Lithuania,LTU,2021,0.671
Lithuania,LTU,2022,0.946
Lithuania,LTU,2023,1.287
Low-income countries,,2004,0.0006
Low-income countries,,2005,0.0006
Low-income countries,,2006,0.0006
Low-income countries,,2007,0.00144
Low-income countries,,2008,0.00166
Low-income countries,,2009,0.0019
Low-income countries,,2010,0.001987
Low-income countries,,2011,0.083032
Low-income countries,,2012,0.086491995
Low-income countries,,2013,0.176502
Low-income countries,,2014,0.176866
Low-income countries,,2015,0.330576
Low-income countries,,2016,0.331792
Low-income countries,,2017,0.333202
Low-income countries,,2018,0.333202
Low-income countries,,2019,0.333202
Low-income countries,,2020,0.33347198
Low-income countries,,2021,0.33347198
Low-income countries,,2022,0.413472
Low-income countries,,2023,0.33347198
Lower-middle-income countries,,2000,1.08445
Lower-middle-income countries,,2001,1.70645
Lower-middle-income countries,,2002,1.7515501
Lower-middle-income countries,,2003,2.6158502
Lower-middle-income countries,,2004,4.04357
Lower-middle-income countries,,2005,4.6974697
Lower-middle-income countries,,2006,6.66417
Lower-middle-income countries,,2007,8.333691
Lower-middle-income countries,,2008,10.822995
Lower-middle-income countries,,2009,11.739465
Lower-middle-income countries,,2010,14.194665
Lower-middle-income countries,,2011,17.350864
Lower-middle-income countries,,2012,18.77166
Lower-middle-income countries,,2013,20.238398
Lower-middle-income countries,,2014,25.156599
Lower-middle-income countries,,2015,28.44506
Lower-middle-income countries,,2016,32.58181
Lower-middle-income countries,,2017,37.15742
Lower-middle-income countries,,2018,41.0125
Lower-middle-income countries,,2019,43.589756
Lower-middle-income countries,,2020,45.54609
Lower-middle-income countries,,2021,51.447357
Lower-middle-income countries,,2022,54.838
Lower-middle-income countries,,2023,59.199432
Luxembourg,LUX,2000,0.014
Luxembourg,LUX,2001,0.0139
Luxembourg,LUX,2002,0.0139
Luxembourg,LUX,2003,0.0205
Luxembourg,LUX,2004,0.034900002
Luxembourg,LUX,2005,0.034900002
Luxembourg,LUX,2006,0.034900002
Luxembourg,LUX,2007,0.034900002
Luxembourg,LUX,2008,0.042915
Luxembourg,LUX,2009,0.04293
Luxembourg,LUX,2010,0.043727003
Luxembourg,LUX,2011,0.044527
Luxembourg,LUX,2012,0.058327
Luxembourg,LUX,2013,0.058327
Luxembourg,LUX,2014,0.058342
Luxembourg,LUX,2015,0.063794
Luxembourg,LUX,2016,0.119694
Luxembourg,LUX,2017,0.119694
Luxembourg,LUX,2018,0.122894
Luxembourg,LUX,2019,0.13579401
Luxembourg,LUX,2020,0.15274401
Luxembourg,LUX,2021,0.136444
Luxembourg,LUX,2022,0.165334
Luxembourg,LUX,2023,0.221334
Madagascar,MDG,2007,0.000015
Madagascar,MDG,2008,0.000015
Madagascar,MDG,2009,0.000094999996
Madagascar,MDG,2010,0.000172
Madagascar,MDG,2011,0.000177
Madagascar,MDG,2012,0.000177
Madagascar,MDG,2013,0.000177
Madagascar,MDG,2014,0.000177
Madagascar,MDG,2015,0.000177
Madagascar,MDG,2016,0.000177
Madagascar,MDG,2017,0.000177
Madagascar,MDG,2018,0.000177
Madagascar,MDG,2019,0.000177
Madagascar,MDG,2020,0.000177
Madagascar,MDG,2021,0.000177
Madagascar,MDG,2022,0.000177
Madagascar,MDG,2023,0.000177
Maldives,MDV,2008,0.001407
Maldives,MDV,2009,0.001407
Maldives,MDV,2010,0.001407
Maldives,MDV,2011,0.001407
Maldives,MDV,2012,0.001407
Maldives,MDV,2013,0.001407
Maldives,MDV,2014,0.001407
Maldives,MDV,2015,0.001407
Maldives,MDV,2016,0.001407
Maldives,MDV,2017,0.001407
Maldives,MDV,2018,0.001407
Maldives,MDV,2019,0.001407
Maldives,MDV,2020,0.001407
Maldives,MDV,2021,0.001407
Maldives,MDV,2022,0.001407
Maldives,MDV,2023,0.001407
Malta,MLT,2012,0.000100000005
Malta,MLT,2013,0.000100000005
Malta,MLT,2014,0.000100000005
Malta,MLT,2015,0.000100000005
Malta,MLT,2016,0.000100000005
Malta,MLT,2017,0.000100000005
Malta,MLT,2018,0.000100000005
Malta,MLT,2019,0.000100000005
Malta,MLT,2020,0.000100000005
Malta,MLT,2021,0.000100000005
Malta,MLT,2022,0.000100000005
Malta,MLT,2023,0.000100000005
Marshall Islands,MHL,2011,0.00001
Marshall Islands,MHL,2012,0.00001
Marshall Islands,MHL,2013,0.00001
Marshall Islands,MHL,2014,0.00001
Marshall Islands,MHL,2015,0.00001
Marshall Islands,MHL,2016,0.00001
Marshall Islands,MHL,2017,0.00001
Marshall Islands,MHL,2018,0.000011
Marshall Islands,MHL,2019,0.000011
Marshall Islands,MHL,2020,0.000011
Marshall Islands,MHL,2021,0.000011
Marshall Islands,MHL,2022,0.000011
Marshall Islands,MHL,2023,0.000011
Martinique,MTQ,2004,0.0011
Martinique,MTQ,2005,0.0011
Martinique,MTQ,2006,0.0011
Martinique,MTQ,2007,0.0011
Martinique,MTQ,2008,0.0011
Martinique,MTQ,2009,0.0011
Martinique,MTQ,2010,0.0011
Martinique,MTQ,2011,0.0011
Martinique,MTQ,2012,0.0011
Martinique,MTQ,2013,0.0011
Martinique,MTQ,2014,0.0011
Martinique,MTQ,2015,0.0011
Martinique,MTQ,2016,0.0011
Martinique,MTQ,2017,0.0011
Martinique,MTQ,2018,0.0011
Martinique,MTQ,2019,0.014
Martinique,MTQ,2020,0.0151
Martinique,MTQ,2021,0.014
Martinique,MTQ,2022,0.014
Martinique,MTQ,2023,0.014
Mauritania,MRT,2012,0.0044
Mauritania,MRT,2013,0.0044
Mauritania,MRT,2014,0.0044
Mauritania,MRT,2015,0.0344
Mauritania,MRT,2016,0.0344
Mauritania,MRT,2017,0.0344
Mauritania,MRT,2018,0.0344
Mauritania,MRT,2019,0.0344
Mauritania,MRT,2020,0.0344
Mauritania,MRT,2021,0.0344
Mauritania,MRT,2022,0.0344
Mauritania,MRT,2023,0.13677499
Mauritius,MUS,2003,0.00018
Mauritius,MUS,2004,0.00018
Mauritius,MUS,2005,0.00018
Mauritius,MUS,2006,0.00018
Mauritius,MUS,2007,0.00018
Mauritius,MUS,2008,0.00018
Mauritius,MUS,2009,0.00073
Mauritius,MUS,2010,0.00128
Mauritius,MUS,2011,0.00128
Mauritius,MUS,2012,0.00128
Mauritius,MUS,2013,0.00128
Mauritius,MUS,2014,0.00128
Mauritius,MUS,2015,0.00128
Mauritius,MUS,2016,0.01063
Mauritius,MUS,2017,0.01063
Mauritius,MUS,2018,0.01063
Mauritius,MUS,2019,0.01063
Mauritius,MUS,2020,0.01063
Mauritius,MUS,2021,0.01063
Mauritius,MUS,2022,0.01063
Mauritius,MUS,2023,0.01063
Mexico,MEX,2000,0.017
Mexico,MEX,2001,0.017
Mexico,MEX,2002,0.018
Mexico,MEX,2003,0.018
Mexico,MEX,2004,0.018
Mexico,MEX,2005,0.018
Mexico,MEX,2006,0.101
Mexico,MEX,2007,0.101
Mexico,MEX,2008,0.101
Mexico,MEX,2009,0.425
Mexico,MEX,2010,0.519
Mexico,MEX,2011,0.601
Mexico,MEX,2012,1.815
Mexico,MEX,2013,2.122
Mexico,MEX,2014,2.569
Mexico,MEX,2015,3.271
Mexico,MEX,2016,4.051
Mexico,MEX,2017,4.1803904
Mexico,MEX,2018,4.1802597
Mexico,MEX,2019,6.54126
Mexico,MEX,2020,6.99543
Mexico,MEX,2021,7.1545296
Mexico,MEX,2022,7.3176603
Mexico,MEX,2023,7.3176804
Micronesia (country),FSM,2018,0.000825
Micronesia (country),FSM,2019,0.000825
Micronesia (country),FSM,2020,0.000825
Micronesia (country),FSM,2021,0.000825
Micronesia (country),FSM,2022,0.000825
Micronesia (country),FSM,2023,0.000825
Moldova,MDA,2013,0.001
Moldova,MDA,2014,0.001
Moldova,MDA,2015,0.001
Moldova,MDA,2016,0.001778
Moldova,MDA,2017,0.00919
Moldova,MDA,2018,0.033
Moldova,MDA,2019,0.035
Moldova,MDA,2020,0.041
Moldova,MDA,2021,0.067
Moldova,MDA,2022,0.1151
Moldova,MDA,2023,0.14132
Mongolia,MNG,2000,0.000005
Mongolia,MNG,2001,0.000012
Mongolia,MNG,2002,0.000012
Mongolia,MNG,2003,0.00002
Mongolia,MNG,2004,0.00002
Mongolia,MNG,2005,0.00002
Mongolia,MNG,2006,0.000023
Mongolia,MNG,2007,0.000473
Mongolia,MNG,2008,0.000473
Mongolia,MNG,2009,0.000473
Mongolia,MNG,2010,0.000673
Mongolia,MNG,2011,0.000673
Mongolia,MNG,2012,0.0010060001
Mongolia,MNG,2013,0.050605997
Mongolia,MNG,2014,0.050605997
Mongolia,MNG,2015,0.050605997
Mongolia,MNG,2016,0.050605997
Mongolia,MNG,2017,0.101005994
Mongolia,MNG,2018,0.156006
Mongolia,MNG,2019,0.156006
Mongolia,MNG,2020,0.156
Mongolia,MNG,2021,0.155994
Mongolia,MNG,2022,0.15598899
Mongolia,MNG,2023,0.15598899
Montenegro,MNE,2017,0.072
Montenegro,MNE,2018,0.072
Montenegro,MNE,2019,0.118
Montenegro,MNE,2020,0.118
Montenegro,MNE,2021,0.118
Montenegro,MNE,2022,0.118
Montenegro,MNE,2023,0.118
Morocco,MAR,2000,0.054
Morocco,MAR,2001,0.054
Morocco,MAR,2002,0.054
Morocco,MAR,2003,0.054
Morocco,MAR,2004,0.054
Morocco,MAR,2005,0.054
Morocco,MAR,2006,0.054
Morocco,MAR,2007,0.114
Morocco,MAR,2008,0.114
Morocco,MAR,2009,0.221
Morocco,MAR,2010,0.221
Morocco,MAR,2011,0.255
Morocco,MAR,2012,0.255
Morocco,MAR,2013,0.495
Morocco,MAR,2014,0.797
Morocco,MAR,2015,0.797
Morocco,MAR,2016,0.902
Morocco,MAR,2017,1.022
Morocco,MAR,2018,1.225
Morocco,MAR,2019,1.225
Morocco,MAR,2020,1.435
Morocco,MAR,2021,1.471
Morocco,MAR,2022,1.558
Morocco,MAR,2023,1.858
Myanmar,MMR,2015,0.000003
Myanmar,MMR,2016,0.000003
Myanmar,MMR,2017,0.000006
Myanmar,MMR,2018,0.000006
Myanmar,MMR,2019,0.000006
Myanmar,MMR,2020,0.000006
Myanmar,MMR,2021,0.000006
Myanmar,MMR,2022,0.000006
Myanmar,MMR,2023,0.000006
Namibia,NAM,2005,0.00022
Namibia,NAM,2006,0.00022
Namibia,NAM,2007,0.00022
Namibia,NAM,2008,0.00022
Namibia,NAM,2009,0.00022
Namibia,NAM,2010,0.00022
Namibia,NAM,2011,0.00022
Namibia,NAM,2012,0.000222
Namibia,NAM,2013,0.000222
Namibia,NAM,2014,0.000222
Namibia,NAM,2015,0.000222
Namibia,NAM,2016,0.000222
Namibia,NAM,2017,0.005231
Namibia,NAM,2018,0.005231
Namibia,NAM,2019,0.005231
Namibia,NAM,2020,0.005231
Namibia,NAM,2021,0.005231
Namibia,NAM,2022,0.005231
Namibia,NAM,2023,0.005231
Nepal,NPL,2013,0.000069
Nepal,NPL,2014,0.000069
Nepal,NPL,2015,0.000069
Nepal,NPL,2016,0.000069
Nepal,NPL,2017,0.000069
Nepal,NPL,2018,0.000169
Nepal,NPL,2019,0.000199
Nepal,NPL,2020,0.000199
Nepal,NPL,2021,0.000199
Nepal,NPL,2022,0.000199
Nepal,NPL,2023,0.000199
Netherlands,NLD,2000,0.447
Netherlands,NLD,2001,0.486
Netherlands,NLD,2002,0.672
Netherlands,NLD,2003,0.905
Netherlands,NLD,2004,1.075
Netherlands,NLD,2005,1.224
Netherlands,NLD,2006,1.561
Netherlands,NLD,2007,1.749
Netherlands,NLD,2008,2.149
Netherlands,NLD,2009,2.222
Netherlands,NLD,2010,2.237
Netherlands,NLD,2011,2.316
Netherlands,NLD,2012,2.433
Netherlands,NLD,2013,2.713
Netherlands,NLD,2014,2.865
Netherlands,NLD,2015,3.39084
Netherlands,NLD,2016,4.25712
Netherlands,NLD,2017,4.202
Netherlands,NLD,2018,4.3931103
Netherlands,NLD,2019,4.484158
Netherlands,NLD,2020,6.647875
Netherlands,NLD,2021,7.673805
Netherlands,NLD,2022,8.754844
Netherlands,NLD,2023,10.749
New Caledonia,NCL,2000,0.003825
New Caledonia,NCL,2001,0.004365
New Caledonia,NCL,2002,0.006565
New Caledonia,NCL,2003,0.011185001
New Caledonia,NCL,2004,0.022735002
New Caledonia,NCL,2005,0.022735002
New Caledonia,NCL,2006,0.028235001
New Caledonia,NCL,2007,0.032360002
New Caledonia,NCL,2008,0.032360002
New Caledonia,NCL,2009,0.03731
New Caledonia,NCL,2010,0.03731
New Caledonia,NCL,2011,0.037584998
New Caledonia,NCL,2012,0.037584998
New Caledonia,NCL,2013,0.037584998
New Caledonia,NCL,2014,0.037584998
New Caledonia,NCL,2015,0.037584998
New Caledonia,NCL,2016,0.037584998
New Caledonia,NCL,2017,0.037584998
New Caledonia,NCL,2018,0.037584998
New Caledonia,NCL,2019,0.037584998
New Caledonia,NCL,2020,0.037584998
New Caledonia,NCL,2021,0.037584998
New Caledonia,NCL,2022,0.057985
New Caledonia,NCL,2023,0.057985
New Zealand,NZL,2000,0.036
New Zealand,NZL,2001,0.036
New Zealand,NZL,2002,0.053
New Zealand,NZL,2003,0.072
New Zealand,NZL,2004,0.166
New Zealand,NZL,2005,0.168
New Zealand,NZL,2006,0.169
New Zealand,NZL,2007,0.32
New Zealand,NZL,2008,0.322
New Zealand,NZL,2009,0.513
New Zealand,NZL,2010,0.54
New Zealand,NZL,2011,0.623
New Zealand,NZL,2012,0.623
New Zealand,NZL,2013,0.623
New Zealand,NZL,2014,0.682
New Zealand,NZL,2015,0.689
New Zealand,NZL,2016,0.69
New Zealand,NZL,2017,0.69
New Zealand,NZL,2018,0.69
New Zealand,NZL,2019,0.69
New Zealand,NZL,2020,0.69
New Zealand,NZL,2021,0.913
New Zealand,NZL,2022,0.994
New Zealand,NZL,2023,1.059
Nicaragua,NIC,2009,0.0399
Nicaragua,NIC,2010,0.063
Nicaragua,NIC,2011,0.063
Nicaragua,NIC,2012,0.14572999
Nicaragua,NIC,2013,0.14660001
Nicaragua,NIC,2014,0.1862
Nicaragua,NIC,2015,0.1862
Nicaragua,NIC,2016,0.1862
Nicaragua,NIC,2017,0.1862
Nicaragua,NIC,2018,0.1862
Nicaragua,NIC,2019,0.1862
Nicaragua,NIC,2020,0.1862
Nicaragua,NIC,2021,0.1862
Nicaragua,NIC,2022,0.1862
Nicaragua,NIC,2023,0.1862
North America,,2000,2.5480301
North America,,2001,4.09677
North America,,2002,4.68297
North America,,2003,6.4397597
North America,,2004,7.03917
North America,,2005,9.52658
North America,,2006,12.97989
North America,,2007,18.589575
North America,,2008,27.22834
North America,,2009,38.272346
North America,,2010,44.158623
North America,,2011,52.13286
North America,,2012,68.20941
North America,,2013,70.86135
North America,,2014,77.62095
North America,,2015,88.54787
North America,,2016,99.06143
North America,,2017,105.92112
North America,,2018,113.44901
North America,,2019,125.60229
North America,,2020,141.4133
North America,,2021,156.47523
North America,,2022,166.41284
North America,,2023,174.50066
North Korea,PRK,2008,0.00022
North Korea,PRK,2009,0.00023
North Korea,PRK,2010,0.00024
North Korea,PRK,2011,0.00028
North Korea,PRK,2012,0.00054000004
North Korea,PRK,2013,0.00055
North Korea,PRK,2014,0.00075
North Korea,PRK,2015,0.00086000003
North Korea,PRK,2016,0.00097000005
North Korea,PRK,2017,0.00133
North Korea,PRK,2018,0.00133
North Korea,PRK,2019,0.00133
North Korea,PRK,2020,0.0016000001
North Korea,PRK,2021,0.0016000001
North Korea,PRK,2022,0.0016000001
North Korea,PRK,2023,0.0016000001
North Macedonia,MKD,2014,0.037
North Macedonia,MKD,2015,0.037
North Macedonia,MKD,2016,0.037
North Macedonia,MKD,2017,0.037
North Macedonia,MKD,2018,0.037
North Macedonia,MKD,2019,0.037
North Macedonia,MKD,2020,0.037
North Macedonia,MKD,2021,0.037
North Macedonia,MKD,2022,0.073
North Macedonia,MKD,2023,0.1098
Norway,NOR,2000,0.013
Norway,NOR,2001,0.013
Norway,NOR,2002,0.097
Norway,NOR,2003,0.097
Norway,NOR,2004,0.152
Norway,NOR,2005,0.265
Norway,NOR,2006,0.284
Norway,NOR,2007,0.348
Norway,NOR,2008,0.395
Norway,NOR,2009,0.423
Norway,NOR,2010,0.425
Norway,NOR,2011,0.512
Norway,NOR,2012,0.705
Norway,NOR,2013,0.818
Norway,NOR,2014,0.859
Norway,NOR,2015,0.867
Norway,NOR,2016,0.883
Norway,NOR,2017,1.207
Norway,NOR,2018,1.71
Norway,NOR,2019,2.914
Norway,NOR,2020,4.03
Norway,NOR,2021,5.049
Norway,NOR,2022,5.062
Norway,NOR,2023,5.065
Oceania,,2000,0.073005
Oceania,,2001,0.116545
Oceania,,2002,0.16574499
Oceania,,2003,0.273405
Oceania,,2004,0.56790996
Oceania,,2005,0.93091
Oceania,,2006,1.01641
Oceania,,2007,1.6117331
Oceania,,2008,1.808928
Oceania,,2009,2.266878
Oceania,,2010,2.4547582
Oceania,,2011,2.801043
Oceania,,2012,3.235043
Oceania,,2013,3.8950539
Oceania,,2014,4.5311537
Oceania,,2015,4.922165
Oceania,,2016,5.06644
Oceania,,2017,6.149165
Oceania,,2018,7.152091
Oceania,,2019,8.625482
Oceania,,2020,10.951482
Oceania,,2021,11.522482
Oceania,,2022,11.623611
Oceania,,2023,12.460611
Oman,OMN,2019,0.05
Oman,OMN,2020,0.05
Oman,OMN,2021,0.05
Oman,OMN,2022,0.05
Oman,OMN,2023,0.05
Pakistan,PAK,2008,0.006
Pakistan,PAK,2009,0.006
Pakistan,PAK,2010,0.006
Pakistan,PAK,2011,0.006
Pakistan,PAK,2012,0.056155
Pakistan,PAK,2013,0.106055
Pakistan,PAK,2014,0.20555499
Pakistan,PAK,2015,0.308355
Pakistan,PAK,2016,0.590655
Pakistan,PAK,2017,0.789155
Pakistan,PAK,2018,1.185855
Pakistan,PAK,2019,1.235855
Pakistan,PAK,2020,1.235855
Pakistan,PAK,2021,1.335155
Pakistan,PAK,2022,1.845155
Pakistan,PAK,2023,1.845155
Panama,PAN,2014,0.055
Panama,PAN,2015,0.205
Panama,PAN,2016,0.27
Panama,PAN,2017,0.27
Panama,PAN,2018,0.27
Panama,PAN,2019,0.27
Panama,PAN,2020,0.27
Panama,PAN,2021,0.27
Panama,PAN,2022,0.336
Panama,PAN,2023,0.336
Paraguay,PRY,2020,0.00002
Paraguay,PRY,2021,0.00002
Paraguay,PRY,2022,0.00002
Paraguay,PRY,2023,0.00002
Peru,PER,2000,0.0007
Peru,PER,2001,0.0007
Peru,PER,2002,0.0007
Peru,PER,2003,0.0007
Peru,PER,2004,0.0007
Peru,PER,2005,0.0007
Peru,PER,2006,0.0007
Peru,PER,2007,0.0007
Peru,PER,2008,0.0007
Peru,PER,2009,0.0007
Peru,PER,2010,0.0007
Peru,PER,2011,0.0007
Peru,PER,2012,0.0007
Peru,PER,2013,0.0007
Peru,PER,2014,0.1427
Peru,PER,2015,0.2398
Peru,PER,2016,0.23995
Peru,PER,2017,0.23995
Peru,PER,2018,0.37225
Peru,PER,2019,0.37225
Peru,PER,2020,0.40899003
Peru,PER,2021,0.40899003
Peru,PER,2022,0.53898996
Peru,PER,2023,0.70539004
Philippines,PHL,2005,0.033
Philippines,PHL,2006,0.033
Philippines,PHL,2007,0.033
Philippines,PHL,2008,0.033
Philippines,PHL,2009,0.033
Philippines,PHL,2010,0.033
Philippines,PHL,2011,0.033
Philippines,PHL,2012,0.033
Philippines,PHL,2013,0.033
Philippines,PHL,2014,0.3369
Philippines,PHL,2015,0.4269
Philippines,PHL,2016,0.4269
Philippines,PHL,2017,0.4269
Philippines,PHL,2018,0.4269
Philippines,PHL,2019,0.4429
Philippines,PHL,2020,0.4429
Philippines,PHL,2021,0.4429
Philippines,PHL,2022,0.4429
Philippines,PHL,2023,0.4429
Poland,POL,2000,0.004
Poland,POL,2001,0.019
Poland,POL,2002,0.032
Poland,POL,2003,0.035
Poland,POL,2004,0.04
Poland,POL,2005,0.121
Poland,POL,2006,0.172
Poland,POL,2007,0.306
Poland,POL,2008,0.526
Poland,POL,2009,0.709
Poland,POL,2010,1.108
Poland,POL,2011,1.8
Poland,POL,2012,2.564
Poland,POL,2013,3.429
Poland,POL,2014,3.836
Poland,POL,2015,4.886
Poland,POL,2016,5.747
Poland,POL,2017,5.759357
Poland,POL,2018,5.766078
Poland,POL,2019,5.8377614
Poland,POL,2020,6.29825
Poland,POL,2021,6.967339
Poland,POL,2022,8.150235
Poland,POL,2023,9.307236
Portugal,PRT,2000,0.083
Portugal,PRT,2001,0.125
Portugal,PRT,2002,0.19
Portugal,PRT,2003,0.268
Portugal,PRT,2004,0.553
Portugal,PRT,2005,1.064
Portugal,PRT,2006,1.681
Portugal,PRT,2007,2.201
Portugal,PRT,2008,2.857
Portugal,PRT,2009,3.326
Portugal,PRT,2010,3.796
Portugal,PRT,2011,4.2562146
Portugal,PRT,2012,4.411552
Portugal,PRT,2013,4.609949
Portugal,PRT,2014,4.856556
Portugal,PRT,2015,4.9368377
Portugal,PRT,2016,5.124103
Portugal,PRT,2017,5.124105
Portugal,PRT,2018,5.172359
Portugal,PRT,2019,5.222745
Portugal,PRT,2020,5.1222587
Portugal,PRT,2021,5.427326
Portugal,PRT,2022,5.5381393
Portugal,PRT,2023,5.6171393
Puerto Rico,PRI,2011,0.000005
Puerto Rico,PRI,2012,0.098400004
Puerto Rico,PRI,2013,0.098400004
Puerto Rico,PRI,2014,0.099
Puerto Rico,PRI,2015,0.099
Puerto Rico,PRI,2016,0.099
Puerto Rico,PRI,2017,0.099
Puerto Rico,PRI,2018,0.099
Puerto Rico,PRI,2019,0.099
Puerto Rico,PRI,2020,0.099
Puerto Rico,PRI,2021,0.099
Puerto Rico,PRI,2022,0.099
Puerto Rico,PRI,2023,0.099
Reunion,REU,2004,0.0066
Reunion,REU,2005,0.01045
Reunion,REU,2006,0.013475
Reunion,REU,2007,0.01483
Reunion,REU,2008,0.01483
Reunion,REU,2009,0.01483
Reunion,REU,2010,0.01483
Reunion,REU,2011,0.01483
Reunion,REU,2012,0.01483
Reunion,REU,2013,0.01483
Reunion,REU,2014,0.01483
Reunion,REU,2015,0.01483
Reunion,REU,2016,0.0165
Reunion,REU,2017,0.0165
Reunion,REU,2018,0.0165
Reunion,REU,2019,0.0165
Reunion,REU,2020,0.0165
Reunion,REU,2021,0.0165
Reunion,REU,2022,0.0151
Reunion,REU,2023,0.0151
Romania,ROU,2005,0.001
Romania,ROU,2006,0.001
Romania,ROU,2007,0.003
Romania,ROU,2008,0.005
Romania,ROU,2009,0.015
Romania,ROU,2010,0.389
Romania,ROU,2011,0.988
Romania,ROU,2012,1.822
Romania,ROU,2013,2.773
Romania,ROU,2014,3.244
Romania,ROU,2015,3.13
Romania,ROU,2016,3.025
Romania,ROU,2017,3.029798
Romania,ROU,2018,3.032258
Romania,ROU,2019,3.037515
Romania,ROU,2020,3.012527
Romania,ROU,2021,3.014958
Romania,ROU,2022,3.0152018
Romania,ROU,2023,3.0872018
Russia,RUS,2000,0.003
Russia,RUS,2001,0.003
Russia,RUS,2002,0.007
Russia,RUS,2003,0.009
Russia,RUS,2004,0.009
Russia,RUS,2005,0.01
Russia,RUS,2006,0.01
Russia,RUS,2007,0.01
Russia,RUS,2008,0.01
Russia,RUS,2009,0.01
Russia,RUS,2010,0.01
Russia,RUS,2011,0.01
Russia,RUS,2012,0.01
Russia,RUS,2013,0.01
Russia,RUS,2014,0.01
Russia,RUS,2015,0.010899999
Russia,RUS,2016,0.010899999
Russia,RUS,2017,0.010899999
Russia,RUS,2018,0.051900003
Russia,RUS,2019,0.101900004
Russia,RUS,2020,0.9453
Russia,RUS,2021,1.955
Russia,RUS,2022,2.218
Russia,RUS,2023,2.51775
Saint Kitts and Nevis,KNA,2010,0.0022
Saint Kitts and Nevis,KNA,2011,0.0022
Saint Kitts and Nevis,KNA,2012,0.0022
Saint Kitts and Nevis,KNA,2013,0.0022
Saint Kitts and Nevis,KNA,2014,0.0022
Saint Kitts and Nevis,KNA,2015,0.0022
Saint Kitts and Nevis,KNA,2016,0.0022
Saint Kitts and Nevis,KNA,2017,0.0022
Saint Kitts and Nevis,KNA,2018,0.0022
Saint Kitts and Nevis,KNA,2019,0.0022
Saint Kitts and Nevis,KNA,2020,0.0022
Saint Kitts and Nevis,KNA,2021,0.0022
Saint Kitts and Nevis,KNA,2022,0.0022
Saint Kitts and Nevis,KNA,2023,0.0022
Saint Pierre and Miquelon,SPM,2000,0.0006
Saint Pierre and Miquelon,SPM,2001,0.0006
Saint Pierre and Miquelon,SPM,2002,0.0006
Saint Pierre and Miquelon,SPM,2003,0.0006
Saint Pierre and Miquelon,SPM,2004,0.0006
Saint Pierre and Miquelon,SPM,2005,0.0006
Saint Pierre and Miquelon,SPM,2006,0.0006
Saint Pierre and Miquelon,SPM,2007,0.0006
Saint Pierre and Miquelon,SPM,2008,0.0006
Saint Pierre and Miquelon,SPM,2009,0.0006
Saint Pierre and Miquelon,SPM,2010,0.0006
Saint Pierre and Miquelon,SPM,2011,0.0006
Saint Pierre and Miquelon,SPM,2012,0.0006
Saint Pierre and Miquelon,SPM,2013,0.0006
Saint Pierre and Miquelon,SPM,2014,0.0006
Samoa,WSM,2014,0.00055
Samoa,WSM,2015,0.00055
Samoa,WSM,2016,0.00055
Samoa,WSM,2017,0.00055
Samoa,WSM,2018,0.00055
Samoa,WSM,2019,0.00055
Samoa,WSM,2020,0.00055
Samoa,WSM,2021,0.00055
Samoa,WSM,2022,0.00055
Samoa,WSM,2023,0.00055
Saudi Arabia,SAU,2017,0.00275
Saudi Arabia,SAU,2018,0.00275
Saudi Arabia,SAU,2019,0.00325
Saudi Arabia,SAU,2020,0.00325
Saudi Arabia,SAU,2021,0.00325
Saudi Arabia,SAU,2022,0.40325
Saudi Arabia,SAU,2023,0.40325
Senegal,SEN,2019,0.0552
Senegal,SEN,2020,0.1587
Senegal,SEN,2021,0.1587
Senegal,SEN,2022,0.1587
Senegal,SEN,2023,0.1587
Serbia,SRB,2012,0.0005
Serbia,SRB,2013,0.0005
Serbia,SRB,2014,0.0005
Serbia,SRB,2015,0.0104
Serbia,SRB,2016,0.017
Serbia,SRB,2017,0.025
Serbia,SRB,2018,0.227
Serbia,SRB,2019,0.398
Serbia,SRB,2020,0.398
Serbia,SRB,2021,0.398
Serbia,SRB,2022,0.398
Serbia,SRB,2023,0.511
Seychelles,SYC,2013,0.006
Seychelles,SYC,2014,0.006
Seychelles,SYC,2015,0.006
Seychelles,SYC,2016,0.006
Seychelles,SYC,2017,0.006
Seychelles,SYC,2018,0.006
Seychelles,SYC,2019,0.006
Seychelles,SYC,2020,0.006
Seychelles,SYC,2021,0.006
Seychelles,SYC,2022,0.006
Seychelles,SYC,2023,0.006
Singapore,SGP,2017,0.000100000005
Singapore,SGP,2018,0.000100000005
Singapore,SGP,2019,0.000100000005
Singapore,SGP,2020,0.000100000005
Singapore,SGP,2021,0.000100000005
Singapore,SGP,2022,0.000100000005
Singapore,SGP,2023,0.000100000005
Slovakia,SVK,2003,0.003
Slovakia,SVK,2004,0.003
Slovakia,SVK,2005,0.005
Slovakia,SVK,2006,0.005
Slovakia,SVK,2007,0.005
Slovakia,SVK,2008,0.005
Slovakia,SVK,2009,0.003
Slovakia,SVK,2010,0.003
Slovakia,SVK,2011,0.003
Slovakia,SVK,2012,0.003
Slovakia,SVK,2013,0.005
Slovakia,SVK,2014,0.003
Slovakia,SVK,2015,0.003
Slovakia,SVK,2016,0.003
Slovakia,SVK,2017,0.004
Slovakia,SVK,2018,0.003
Slovakia,SVK,2019,0.004
Slovakia,SVK,2020,0.004
Slovakia,SVK,2021,0.004
Slovakia,SVK,2022,0.004
